brand,model,price,year,mileage,city,transmission_type,color,fuel,date
Chery,Tiggo 8 Pro,1370000,2022,49000,مدينة نصر,أتوماتيك,احمر غامق,بنزين,2025-04-08
Volkswagen,Passat,1320000,2018,140000,مصر الجديدة,أتوماتيك,أزرق,بنزين,2025-03-21
Kia,Sorento,2690000,2023,40000,مصر الجديدة,أتوماتيك,أبيض,بنزين,2025-02-01
Renault,Fluence,640000,2016,115000,مدينة السادات,أتوماتيك,فيراني,بنزين,2025-02-28
Peugeot,508,850000,2016,100000,المعادى,أتوماتيك,أسود,بنزين,2025-04-02
Nissan,Sentra,650000,2021,96000,القاهرة,أتوماتيك,أبيض,بنزين,2025-04-08
Chery,Tiggo 3,795000,2022,60000,القاهرة,أتوماتيك,بني,بنزين,2025-04-08
Hyundai,Accent,425000,2010,250000,6 أكتوبر,أتوماتيك,احمر غامق,بنزين,2025-04-08
Hyundai,Accent,440000,2008,112500,القاهرة,أتوماتيك,احمر,بنزين,2025-04-08
Nissan,Qashqai,880000,2019,130000,المعادى,أتوماتيك,موكا,بنزين,2025-04-08
Chevrolet,Cruze,400000,2010,165000,حدائق الاهرام,مانيوال,فضي,بنزين,2025-04-08
Renault,Duster,490000,2016,150000,الزقازيق,مانيوال,فضي,بنزين,2025-04-08
Hyundai,Accent RB,730000,2021,11000,المنيل,أتوماتيك,فضي,بنزين,2025-04-08
Skoda,Octavia A8,765000,2021,80000,القاهرة,أتوماتيك,بترولي,بنزين,2025-04-08
Opel,Vectra,200000,2008,200000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-08
Nissan,Sunny,390000,2015,130000,الإسكندرية,أتوماتيك,أسود,بنزين,2025-04-08
Renault,Fluence,200000,2014,200000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-08
Kia,Cerato Koup,570000,2010,157000,6 أكتوبر,أتوماتيك,احمر غامق,بنزين,2025-04-08
Nissan,Sentra,865000,2020,90000,القاهرة,أتوماتيك,فيراني,بنزين,2025-04-08
Peugeot,308 sw,620000,2011,81000,مدينتى,أتوماتيك,أسود,بنزين,2025-04-08
Volkswagen,Passat,400000,2012,200000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-08
Mitsubishi,Attrage,420000,2015,406000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-08
Chevrolet,Optra,470000,2013,146000,المعادى,أتوماتيك,فيراني,بنزين,2025-04-08
Kia,Cerato Koup,550000,2011,298000,6 أكتوبر,أتوماتيك,أزرق,بنزين,2025-04-08
Hyundai,Elantra CN7,1140000,2022,125000,6 أكتوبر,أتوماتيك,أبيض,بنزين,2025-04-08
Lada,Granta,324000,2017,126000,التجمع - القاهرة الجديدة,مانيوال,أسود,بنزين,2025-04-08
Hyundai,Tucson,1150000,2017,195000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-08
Jac,S2,460000,2017,157000,المعادى,أتوماتيك,أسود,بنزين,2025-04-08
Chevrolet,Optra,535000,2018,116000,القاهرة,أتوماتيك,رمادي,بنزين,2025-02-06
BMW,520,1990000,2019,128000,القاهرة,أتوماتيك,فضي,بنزين,2025-03-16
Renault,Logan,470000,2019,136000,القاهرة,أتوماتيك,أبيض,بنزين,2025-03-24
Renault,12,55000,1981,250000,شبرا,مانيوال,أبيض,بنزين,2025-04-08
Nissan,Sunny,150000,2022,120000,المهندسين,أتوماتيك,أبيض,بنزين,2025-04-08
Mercedes,GLA 200,2450000,2021,39000,الهرم,أتوماتيك,فيراني,بنزين,2025-04-08
Hyundai,Bayon,1000000,2022,80000,الدقى,أتوماتيك,رمادي,بنزين,2025-04-08
Chevrolet,Optra,130000,2019,90000,المهندسين,أتوماتيك,أزرق,بنزين,2025-04-08
Mercedes,B 150,520000,2009,230000,دمنهور,أتوماتيك,الأزرق الداكن,بنزين,2025-04-08
Renault,Fluence,550000,2015,157000,العبور,أتوماتيك,باذنجاني,بنزين,2025-04-08
Toyota,Yaris,445000,2008,278000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-08
Ford,Focus,750000,2018,164000,الشروق,أتوماتيك,فضي,بنزين,2025-04-08
Chery,Arrizo 5,135000,2020,120000,المهندسين,أتوماتيك,أخضر,بنزين,2025-04-08
Mitsubishi,Lancer EX Shark,700000,2015,147000,مدينة نصر,أتوماتيك,رمادي,بنزين,2025-04-08
BMW,X4,2300000,2017,150000,مدينة الشيخ زايد,أتوماتيك,أبيض,بنزين,2025-04-08
Kia,Sportage,1100000,2015,330000,القاهرة,أتوماتيك,موكا,بنزين,2025-04-08
Chery,Tiggo 7,885000,2021,55000,6 أكتوبر,أتوماتيك,فضي,بنزين,2025-04-08
Hyundai,Accent,460000,2011,182000,طنطا,أتوماتيك,فضي,بنزين,2025-04-08
Chevrolet,Aveo,530000,2020,108000,الوراق,أتوماتيك,رمادي,بنزين,2025-04-08
Kia,Cerato,510000,2007,190000,مدينة السادات,أتوماتيك,فضي,بنزين,2025-04-08
Jaguar,XF,3100000,2018,38000,التجمع - القاهرة الجديدة,أتوماتيك,فيراني,بنزين,2025-04-08
Nissan,Sentra,600000,2017,175500,التجمع - القاهرة الجديدة,أتوماتيك,رمادي,بنزين,2025-04-08
Nissan,Sunny,660000,2022,70000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-08
Hyundai,Verna,300000,2010,356000,عين شمس,مانيوال,أسود,غاز الطبيعي,2025-04-08
Opel,Crossland,790000,2020,138000,مدينة نصر,أتوماتيك,أسود,بنزين,2025-04-08
Renault,Kadjar,750000,2017,189000,مصر الجديدة,أتوماتيك,أسود,بنزين,2025-04-05
Kia,Spectra,320000,2001,200000,بني سويف,أتوماتيك,أسود,بنزين,2025-04-08
MG,HS,1100000,2022,110000,الإسكندرية,أتوماتيك,أسود,بنزين,2025-04-08
Speranza,A620,280000,2006,214000,حدائق الاهرام,أتوماتيك,أسود,بنزين,2025-04-08
Opel,Vectra,180000,1998,320000,الإسكندرية,مانيوال,أسود,بنزين,2025-04-08
Chevrolet,Optra,430000,2018,129000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-08
Brilliance,FRV Cross,385000,2015,250000,الإسماعيلية,مانيوال,فضي,بنزين,2025-04-08
Mercedes,CLA 200,2325000,2020,60000,مدينة الشيخ زايد,أتوماتيك,فيراني,بنزين,2025-04-08
Renault,Logan,435000,2016,153000,التجمع - القاهرة الجديدة,أتوماتيك,أزرق,بنزين,2025-04-08
Mitsubishi,Lancer EX Shark,670000,2015,114000,مدينتى,أتوماتيك,فضي,بنزين,2025-04-08
Honda,City,800000,2019,119000,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-04-08
BMW,318,1250000,2018,164000,التجمع - القاهرة الجديدة,أتوماتيك,الأزرق الداكن,بنزين,2025-04-08
Mitsubishi,Pajero,2850000,2021,75000,التجمع - القاهرة الجديدة,أتوماتيك,أبيض,بنزين,2025-04-08
Opel,Astra,725000,2020,145000,التجمع - القاهرة الجديدة,أتوماتيك,فضي,بنزين,2025-04-08
Brilliance,V5,650000,2015,227500,القاهرة,أتوماتيك,بني,بنزين,2025-04-08
Renault,Duster,460000,2016,120000,الزقازيق,مانيوال,فضي,بنزين,2025-04-08
Mercedes,E 180,2550000,2016,65000,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-04-08
Hyundai,I10,375000,2009,88000,الإسكندرية,مانيوال,احمر,بنزين,2025-04-08
Hyundai,Elantra MD,650000,2012,235000,الشروق,مانيوال,سماوى,بنزين,2025-04-08
Geely,Emgrand X7,850000,2019,107000,الشروق,أتوماتيك,بني,بنزين,2025-04-08
Peugeot,307,430000,2007,123000,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-04-08
MG,5,800000,2022,11870,أسيوط,أتوماتيك,احمر,بنزين,2025-03-26
Nissan,Sunny,420000,2013,138000,المهندسين,أتوماتيك,احمر,بنزين,2025-04-08
Hyundai,Tucson,1490000,2020,57000,التجمع - القاهرة الجديدة,أتوماتيك,بيج,بنزين,2025-04-08
BMW,520,2950000,2023,48000,التجمع - القاهرة الجديدة,أتوماتيك,أزرق,بنزين,2025-04-08
Audi,A4,1000000,2014,295000,التجمع - القاهرة الجديدة,أتوماتيك,فضي,بنزين,2025-04-08
Nissan,Sunny,450000,2015,350000,مدينة نصر,أتوماتيك,احمر,بنزين,2025-04-08
Jetour,X70,1100000,2022,40000,القاهرة,أتوماتيك,أزرق,بنزين,2025-04-08
Chevrolet,Aveo,535000,2020,107000,الفيوم,أتوماتيك,فضي,بنزين,2025-04-08
Kia,K3,720000,2015,281000,التجمع - القاهرة الجديدة,أتوماتيك,رمادي,بنزين,2025-04-08
Renault,Megane,890000,2020,130000,التجمع - القاهرة الجديدة,أتوماتيك,احمر,بنزين,2025-04-08
Mazda,Mazda 3,415000,2008,205000,الشروق,أتوماتيك,أسود,بنزين,2025-04-08
Chevrolet,Lanos,265000,2010,208000,الغردقة,مانيوال,أبيض,بنزين,2025-04-08
MG,5,950000,2024,100,البحيرة,أتوماتيك,احمر,بنزين,2025-04-08
Daewoo,Lanos,250000,1997,157000,الجيزة,أتوماتيك,احمر غامق,بنزين,2025-04-08
Renault,Megane,950000,2022,8000,التجمع - القاهرة الجديدة,أتوماتيك,احمر,بنزين,2025-04-08
Hyundai,Accent RB,600000,2015,150000,القاهرة,أتوماتيك,احمر غامق,بنزين,2025-04-08
Hyundai,Accent RB,810000,2025,6800,الجيزة,أتوماتيك,احمر غامق,بنزين,2025-04-08
Renault,Duster,700000,2019,172000,المقطم,أتوماتيك,أزرق,بنزين,2025-04-08
Hyundai,Excel,250000,1993,250000,الجيزة,أتوماتيك,أزرق,بنزين,2025-04-08
Geely,X Pandino,350000,2015,190000,بنها,أتوماتيك,أبيض,بنزين,2025-04-08
Hyundai,Verna,300000,2010,200000,العاشر من رمضان,مانيوال,فضي,غاز الطبيعي,2025-04-08
Renault,Kadjar,925000,2018,120000,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-04-08
Renault,Logan,480000,2016,130000,مدينة نصر,أتوماتيك,أزرق,بنزين,2025-04-08
Skoda,Kodiaq,1800000,2021,117000,دمنهور,أتوماتيك,فضي,بنزين,2025-04-08
Geely,Emgrand 7,322000,2017,340000,القاهرة,مانيوال,احمر,بنزين,2025-04-08
Kia,Cerato Koup,570000,2011,240000,العاشر من رمضان,أتوماتيك,احمر,بنزين,2025-04-08
Hyundai,Elantra HD,830000,2023,60000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-08
Opel,Vectra,255000,2000,200000,المقطم,مانيوال,احمر غامق,بنزين,2025-04-08
Skoda,Octavia A4,250000,1998,300000,الإسكندرية,مانيوال,احمر,بنزين,2025-04-08
Kia,Carens,720000,2011,152000,الفيوم,أتوماتيك,أسود,بنزين,2025-04-08
Fiat,Tipo,950000,2021,83000,الإسكندرية,أتوماتيك,الأزرق الداكن,بنزين,2025-04-08
Chery,Tiggo 8,1000000,2021,51000,طنطا,أتوماتيك,بترولي,بنزين,2025-04-08
BMW,525,470000,2001,300000,التجمع - القاهرة الجديدة,أتوماتيك,أبيض,بنزين,2025-04-08
Volkswagen,Jetta,595000,2008,180000,القاهرة,أتوماتيك,زيتوني,بنزين,2025-04-08
Peugeot,301,475000,2014,114000,الإسكندرية,أتوماتيك,بني,بنزين,2025-04-08
Toyota,Corolla,830000,2013,295000,السويس,أتوماتيك,فضي,بنزين,2025-04-08
Speranza,A516,200000,2007,320000,مرسى مطروح,مانيوال,رمادي,بنزين,2025-04-08
Mitsubishi,Lancer EX Shark,750000,2016,170000,مصر الجديدة,أتوماتيك,أسود,بنزين,2025-04-08
Daewoo,Lanos,230000,2007,225000,طوخ,مانيوال,أبيض,بنزين,2025-04-08
Kia,Soul,850000,2014,55000,المنصورة,أتوماتيك,أسود,بنزين,2025-04-08
Opel,Vectra,410000,2007,200000,الجيزة,مانيوال,أسود,بنزين,2025-04-08
Skoda,Felicia,150000,1998,300000,طنطا,مانيوال,أبيض,بنزين,2025-04-08
Suzuki,Alto,355000,2009,190000,الهرم,أتوماتيك,أخضر,بنزين,2025-04-08
Mercedes,E 200,390000,1999,300000,طنطا,أتوماتيك,رمادي,بنزين,2025-04-08
Daewoo,Nubira 1,183000,1997,100000,كفر الدوار,مانيوال,أسود,بنزين,2025-04-08
Seat,Ibiza,230000,2001,230000,حدائق الاهرام,مانيوال,أسود,بنزين,2025-04-08
Mitsubishi,Lancer EX Shark,640000,2015,154000,كفر الشيخ,أتوماتيك,فيراني,بنزين,2025-04-08
Citroën,Xsara,185000,2001,200000,القاهرة,مانيوال,أسود,بنزين,2025-04-08
Daewoo,Nubira 2,270000,2008,363700,القاهرة,مانيوال,فضي,بنزين,2025-04-08
Chery,Tiggo 3,770000,2023,55000,القاهرة,أتوماتيك,احمر غامق,بنزين,2025-04-08
BMW,740,1350000,2012,206000,مدينة نصر,أتوماتيك,فيراني,بنزين,2025-04-08
Jac,S2,460000,2007,157000,المعادى,أتوماتيك,أسود,بنزين,2025-04-08
Chery,Tiggo 7,1100000,2025,5000,مدينة الشيخ زايد,أتوماتيك,أبيض,بنزين,2025-04-08
Hyundai,Verna,280000,2004,165000,السويس,مانيوال,رمادي,غاز الطبيعي,2025-04-08
Speranza,A113,280000,2013,165000,6 أكتوبر,مانيوال,الأزرق الداكن,بنزين,2025-04-07
Skoda,Octavia A4,290000,1998,351700,6 أكتوبر,مانيوال,أزرق,بنزين,2025-04-07
Subaru,XV,1350000,2020,82000,6 أكتوبر,أتوماتيك,فضي,بنزين,2025-04-07
Daihatsu,SIRION,240000,2000,163000,الشرقية,أتوماتيك,ذهبي,بنزين,2025-04-07
Mitsubishi,Lancer EX Shark,700000,2017,200000,مدينة نصر,أتوماتيك,فضي,بنزين,2025-04-07
Citroën,C5 Aircross,1290000,2021,147000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-07
Mercedes,EQE,3700000,2024,2000,القاهرة,أتوماتيك,أسود,كهربائي,2025-04-07
Citroën,C5 Aircross,1455000,2024,18000,مدينة نصر,أتوماتيك,أبيض,بنزين,2025-04-07
Daewoo,Matiz,145000,1999,270000,المعادى,مانيوال,أبيض,بنزين,2025-04-07
Kia,Rio,650000,2015,122000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-07
Speranza,A516,235000,2009,170000,القاهرة,مانيوال,أسود,بنزين,2025-04-07
Renault,Captur,700000,2017,97000,مصر الجديدة,أتوماتيك,احمر,بنزين,2025-04-07
Suzuki,Dzire,600000,2022,43000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-07
Ford,Escort,690000,2019,140000,التجمع - القاهرة الجديدة,أتوماتيك,الأزرق الداكن,بنزين,2025-04-07
Volkswagen,Passat,1500000,2021,100000,التجمع - القاهرة الجديدة,أتوماتيك,فضي,بنزين,2025-04-07
Nissan,Sunny,680000,2023,20000,مدينة نصر,أتوماتيك,أسود,بنزين,2025-03-24
Fiat,Tipo,750000,2021,70000,مدينة نصر,أتوماتيك,فيراني,بنزين,2025-03-04
BMW,320,1500000,2016,130000,الإسكندرية,أتوماتيك,فضي,بنزين,2025-04-07
Renault,Logan,600000,2017,72000,كفر الشيخ,أتوماتيك,احمر,بنزين,2025-04-07
Jac,J7,860000,2022,90000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-07
Byd,F3,370000,2019,106000,مدينة نصر,مانيوال,رمادي,بنزين,2025-04-07
Volkswagen,Caddy,650000,2012,200000,الإسكندرية,مانيوال,فضي,بنزين,2025-04-07
Daewoo,Nubira 2,225000,1999,187000,التجمع - القاهرة الجديدة,مانيوال,ذهبي,بنزين,2025-04-07
Mitsubishi,Lancer Puma,415000,2005,150000,المنصورة,أتوماتيك,أبيض,بنزين,2025-04-07
Volkswagen,Golf 7,900000,2013,165000,6 أكتوبر,أتوماتيك,أسود,بنزين,2025-04-07
Kia,Sportage,1880000,2023,30000,السويس,أتوماتيك,احمر,بنزين,2025-04-07
Citroën,Xsara,280000,2005,350000,التجمع - القاهرة الجديدة,مانيوال,رمادي,بنزين,2025-04-07
Toyota,Avanza,550000,2009,263608,مدينة نصر,أتوماتيك,فضي,بنزين,2025-04-07
Nissan,Sunny,570000,2008,103000,الإسكندرية,مانيوال,أسود,بنزين,2025-04-07
Toyota,Corolla,350000,2021,80000,الهرم,أتوماتيك,أسود,بنزين,2025-04-05
BMW,X1,1250000,2016,170000,مدينة الشيخ زايد,أتوماتيك,رمادي,بنزين,2025-04-07
Peugeot,406,330000,2003,196000,التجمع - القاهرة الجديدة,أتوماتيك,برونزي,بنزين,2025-04-07
Skoda,Octavia A8,1750000,2021,11000,المحلة,أتوماتيك,أبيض,بنزين,2025-04-07
Nissan,Sunny,150000,1995,200000,القاهرة,مانيوال,أخضر,بنزين,2025-04-07
Speranza,Envy,305000,2017,166000,القاهرة,مانيوال,بني,بنزين,2025-04-07
Toyota,Avanza,950000,2017,77000,منوف,أتوماتيك,فضي,بنزين,2025-04-07
Kia,Rio,490000,2011,175000,6 أكتوبر,أتوماتيك,فيراني,بنزين,2025-04-07
Hyundai,Verna,340000,2010,300000,شبرا,مانيوال,فيراني,بنزين,2025-04-07
Chevrolet,Aveo,300000,2009,135000,الإسماعيلية,مانيوال,احمر,بنزين,2025-04-07
Kia,Cerato,600000,2010,250000,كرداسة,أتوماتيك,احمر,بنزين,2025-04-07
Fiat,Doblo,570000,2018,247000,الغردقة,مانيوال,أبيض,بنزين,2025-04-07
Skoda,Superb,1380000,2019,125000,مدينة نصر,أتوماتيك,أسود,بنزين,2025-04-07
Ford,Focus,690000,2017,180000,القاهرة,أتوماتيك,موكا,بنزين,2025-04-07
Byd,F3,430000,2021,117000,المعادى,مانيوال,أبيض,بنزين,2025-04-07
Toyota,Yaris,550000,2015,183000,المنصورة,أتوماتيك,رمادي,بنزين,2025-04-07
Peugeot,206,210000,2001,258000,شيراتون,مانيوال,أسود,بنزين,2025-04-07
Hyundai,I10,510000,2016,70000,دمياط,أتوماتيك,فضي,بنزين,2025-04-07
Renault,Logan,375000,2013,121500,حلوان,أتوماتيك,احمر غامق,بنزين,2025-04-07
Chevrolet,Optra,370000,2011,350000,البحر الأحمر,مانيوال,فيراني,بنزين,2025-04-07
Kia,Sportage,2150000,2024,10000,القاهرة,أتوماتيك,أبيض,بنزين,2025-04-07
Renault,Logan,300000,2011,129000,الإسكندرية,مانيوال,فيراني,بنزين,2025-04-07
Mini,Country man,825000,2013,204000,التجمع - القاهرة الجديدة,أتوماتيك,فيراني,بنزين,2025-04-07
Mercedes,E 300,1550000,2011,190000,6 أكتوبر,أتوماتيك,بترولي,بنزين,2025-04-07
Chrysler,Town & Country,900000,2008,158000,العبور,أتوماتيك,فضي,بنزين,2025-04-07
Renault,Sandero,400000,2013,133500,الإسكندرية,أتوماتيك,احمر,بنزين,2025-04-07
Peugeot,3008,700000,2015,208000,مدينة السادات,أتوماتيك,أسود,بنزين,2025-04-07
Infiniti,Fx,1150000,2009,285000,الجيزة,أتوماتيك,فضي,بنزين,2025-04-03
Geely,Emgrand 7,355000,2018,215000,القاهرة,مانيوال,أسود,بنزين,2025-04-07
Hyundai,Elantra AD,900000,2020,44000,الجيزة,أتوماتيك,احمر,بنزين,2025-04-07
Ford,Fusion,990000,2018,245000,المقطم,أتوماتيك,أسود,ديزل,2025-04-07
Daewoo,Nubira 1,235000,1997,180000,الزقازيق,مانيوال,أسود,بنزين,2025-04-07
Hyundai,Matrix,430000,2007,247000,المعادى,مانيوال,ذهبي,بنزين,2025-04-07
Hyundai,Elantra MD,575000,2012,250000,مدينة نصر,مانيوال,أسود,بنزين,2025-04-07
Toyota,Corolla,1390000,2022,65000,مدينة نصر,أتوماتيك,أسود,بنزين,2025-04-07
MG,RX5 Plus,1320000,2024,30000,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-02-16
Opel,Corsa,1070000,2023,10000,التجمع - القاهرة الجديدة,أتوماتيك,رمادي,بنزين,2025-02-16
Renault,Logan,420000,2017,250000,الإسكندرية,مانيوال,بترولي,بنزين,2025-04-07
Brilliance,FRV Cross,325000,2011,190000,التجمع - القاهرة الجديدة,مانيوال,احمر,بنزين,2025-04-07
Suzuki,Baleno,950000,2024,20000,مدينة الشيخ زايد,أتوماتيك,فضي,بنزين,2025-04-07
Renault,Logan,470000,2019,120000,الجيزة,أتوماتيك,أسود,بنزين,2025-04-07
Chery,Envy,240000,2017,330000,الجيزة,مانيوال,أسود,بنزين,2025-04-07
Nissan,Qashqai,950000,2019,120000,6 أكتوبر,أتوماتيك,احمر,بنزين,2025-04-07
Volvo,S60,700000,2013,230000,6 أكتوبر,أتوماتيك,شمبان,بنزين,2025-04-07
Hyundai,Accent,285000,2005,246280,القاهرة,مانيوال,فضي,بنزين,2025-04-07
Toyota,Corolla,750000,2015,198000,6 أكتوبر,أتوماتيك,ذهبي,بنزين,2025-04-07
Peugeot,301,880000,2022,31800,الإسكندرية,أتوماتيك,فضي,بنزين,2025-04-07
Daewoo,Nubira 2,335000,2007,139000,مدينة نصر,مانيوال,سماوى,بنزين,2025-04-07
Kia,Cerato,835000,2018,67000,مدينة نصر,أتوماتيك,أسود,بنزين,2025-04-07
Nissan,Sunny,515000,2015,140000,مدينة نصر,أتوماتيك,احمر غامق,بنزين,2025-04-07
Kia,Picanto,450000,2009,53000,الهرم,أتوماتيك,موكا,بنزين,2025-03-21
Chevrolet,Optra,380000,2008,161000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-07
Byd,F3,370000,2018,197000,القاهرة,مانيوال,موكا,بنزين,2025-04-07
Skoda,Octavia A8,1300000,2021,190000,مدينة نصر,أتوماتيك,بترولي,بنزين,2025-04-07
Toyota,Corolla,1250000,2022,71000,مدينة الشيخ زايد,أتوماتيك,بترولي,بنزين,2025-04-07
Daewoo,Lanos,265000,2004,157000,العاشر من رمضان,مانيوال,أزرق,بنزين,2025-04-07
Mitsubishi,Xpander,1100000,2022,77500,القاهرة,أتوماتيك,موكا,بنزين,2025-04-07
Hyundai,Elantra CN7,1250000,2021,40000,بلبيس,أتوماتيك,بترولي,بنزين,2025-04-07
Kia,Picanto,550000,2013,183000,الغردقة,أتوماتيك,احمر,بنزين,2025-04-07
Mitsubishi,Lancer EX Shark,695000,2015,100000,القاهرة,أتوماتيك,رمادي,بنزين,2025-04-07
Peugeot,301,460000,2014,187000,التجمع - القاهرة الجديدة,أتوماتيك,فضي,بنزين,2025-04-07
Chevrolet,Lanos,310000,2010,300000,الخانكة,مانيوال,احمر غامق,بنزين,2025-04-07
Peugeot,5008,600000,2011,193000,6 أكتوبر,أتوماتيك,فضي,بنزين,2025-04-07
Subaru,XV,1150000,2020,125000,الجيزة,أتوماتيك,الأزرق الداكن,بنزين,2025-04-07
MG,5,775000,2021,146000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-07
Nissan,Sunny,380000,2016,250000,الجيزة,أتوماتيك,أسود,بنزين,2025-04-07
Seat,Tarraco,2075000,2021,90000,بورسعيد,أتوماتيك,أبيض,بنزين,2025-04-07
Mitsubishi,Xpander,1150000,2022,53000,القاهرة,أتوماتيك,رمادي,بنزين,2025-04-07
Skoda,Octavia A4,400000,2000,250000,القاهرة,مانيوال,رمادي,بنزين,2025-04-07
Lada,2105,70000,1995,90000,القاهرة,مانيوال,احمر,بنزين,2025-04-07
Opel,Astra,680000,2019,130000,أسيوط,أتوماتيك,رمادي,بنزين,2025-04-07
Skoda,Octavia A4,395000,2003,215000,المحلة,أتوماتيك,احمر,بنزين,2025-04-07
Nissan,Livina,375000,2009,260000,مدينة الشيخ زايد,أتوماتيك,رمادي,بنزين,2025-04-07
Speranza,A516,285000,2012,73000,الغربية,مانيوال,فضي,بنزين,2025-04-07
Mitsubishi,Lancer Puma,325000,2006,300000,أشمون,أتوماتيك,فضي,بنزين,2025-04-07
Chevrolet,Optra,530000,2022,125000,المقطم,أتوماتيك,أبيض,بنزين,2025-04-07
Chevrolet,Aveo,365000,2012,131000,الإسكندرية,مانيوال,أسود,بنزين,2025-04-07
Kia,K3,739000,2014,130000,المنوفية,أتوماتيك,احمر,بنزين,2025-04-07
Chevrolet,N200,150000,2010,200000,القاهرة,مانيوال,فضي,بنزين,2025-04-07
Haima,M3,420000,2018,250000,الهرم,أتوماتيك,ذهبي,بنزين,2025-04-07
Nissan,Sunny,535000,2018,148000,التجمع - القاهرة الجديدة,أتوماتيك,رمادي,بنزين,2025-04-07
Toyota,Yaris,780000,2020,10000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-07
Hyundai,Verna,430000,2016,165000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-07
Opel,Mokka,750000,2016,178000,الهرم,أتوماتيك,رمادي,بنزين,2025-04-07
Mazda,Mazda 3,390000,2007,360000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-07
Baic,X35,640000,2019,157000,6 أكتوبر,أتوماتيك,بني,بنزين,2025-04-07
Chery,Tiggo 3,750000,2021,70000,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-04-07
MG,HS,1000000,2021,149000,6 أكتوبر,أتوماتيك,أبيض,بنزين,2025-04-07
Geely,Emgrand 7,255000,2014,160000,طنطا,مانيوال,أسود,بنزين,2025-04-07
Renault,Logan,595000,2021,90000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-07
Kia,Sportage,1550000,2019,55000,المحلة,أتوماتيك,أبيض,بنزين,2025-04-07
Daewoo,Lanos,280000,2005,350000,العاشر من رمضان,مانيوال,أخضر,بنزين,2025-04-07
Mitsubishi,Lancer Puma,410000,2007,520000,الشروق,مانيوال,الأزرق الداكن,بنزين,2025-04-07
Hyundai,Grand i10,440000,2015,166000,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-04-07
Opel,Astra,925000,2020,36000,الإسكندرية,أتوماتيك,أبيض,بنزين,2025-04-07
Opel,Crossland,920000,2021,65000,مدينة نصر,أتوماتيك,أزرق,بنزين,2025-04-07
Skoda,Superb,2500000,2021,66000,6 أكتوبر,أتوماتيك,أزرق,بنزين,2025-04-07
Chevrolet,Aveo,430000,2015,112000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-07
Renault,Kadjar,830000,2019,130000,مدينة الشيخ زايد,أتوماتيك,الأزرق الداكن,بنزين,2025-04-07
Mitsubishi,Lancer EX Shark,600000,2015,225000,الدقى,أتوماتيك,فضي,بنزين,2025-02-25
Volkswagen,Passat,1575000,2021,71000,الدقى,أتوماتيك,فضي,بنزين,2025-02-25
Nissan,Sunny,385000,2013,240000,حدائق الاهرام,أتوماتيك,احمر,بنزين,2025-04-07
Suzuki,Dzire,585000,2022,131000,الإسكندرية,أتوماتيك,أسود,بنزين,2025-04-07
Kia,Cerato,1090000,2021,38000,مدينة نصر,أتوماتيك,فضي,بنزين,2025-04-07
Fiat,Punto,325000,2012,240000,القاهرة,مانيوال,أسود,بنزين,2025-04-07
Hyundai,Verna,350000,2011,157000,الشروق,مانيوال,احمر غامق,بنزين,2025-04-07
Opel,Insignia,1350000,2020,158000,العجمى,أتوماتيك,أبيض,بنزين,2025-04-07
Skoda,Octavia A5,550000,2007,250000,الهرم,أتوماتيك,فضي,بنزين,2025-04-07
Opel,Vectra,480000,2008,143000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-07
BMW,318,480000,2002,335000,الهرم,أتوماتيك,الأزرق الداكن,بنزين,2025-04-07
Opel,Astra,700000,2016,190000,الهرم,أتوماتيك,أزرق,بنزين,2025-04-07
Hyundai,Elantra,550000,2007,145000,أسيوط,أتوماتيك,فضي,بنزين,2025-04-07
Hyundai,Elantra HD,810000,2023,70000,كفر الشيخ,أتوماتيك,أزرق,بنزين,2025-04-07
Peugeot,5008,1250000,2020,150000,التجمع - القاهرة الجديدة,أتوماتيك,برونزي,بنزين,2025-04-07
